"Name","CompanyName"
"PureStorage.FlashArray.VMware","codyhosterman"
"PureStorage.FlashArray.VMware.Configuration","codyhosterman"
"PureStorage.FlashArray.VMware.Pure1","codyhosterman"
"PureStorage.FlashArray.VMware.RDM","codyhosterman"
"PureStorage.FlashArray.VMware.Software","codyhosterman"
"PureStorage.FlashArray.VMware.VCF","codyhosterman"
"PureStorage.FlashArray.VMware.VMFS","codyhosterman"
"PureStorage.FlashArray.VMware.VVol","codyhosterman"
"PureStorage.FlashArray.VMware.VVol.Replication","codyhosterman"
"PureStorage.FlashArray.VMware.VVol.SPBM","codyhosterman"
"PureStorage.Pure1","codyhosterman"
"PureStorage.RunCommandWrapper","hesham,jpodlesak_purestorage,pturcaj"
"PureStorage.RunCommandWrapperDebug","hesham"
"PureStorageDbaTools","cadkin"
"PureStoragePowerShellSDK","mnelson-pure,q-purestorage,hesham,amazmy"
"PureStoragePowerShellSDK2","mnelson-pure,q-purestorage,hesham,jpodlesak_purestorage,ychebanova_purestorage,pturcaj"
"PureStoragePowerShellToolkit","mnelson-pure,mikenelsonio,q-purestorage,hesham,amazmy"
"PureStoragePowerShellToolkit.Core","barkz,mnelson-pure"
"PureStoragePowerShellToolkit.DatabaseTools","barkz,mnelson-pure"
"PureStoragePowerShellToolkit.Exchange","barkz,mnelson-pure"
"PureStoragePowerShellToolkit.FlashArray","barkz,mnelson-pure"
"PureStoragePowerShellToolkit.WindowsAdministration","barkz,mnelson-pure"
"Push-Module","mkellerman"
"Pushalot","tiksn"
"PushBullet","itamartz"
"PushOverAndOver","dz3jar"
"PushoverForPS","ChrisCarter"
"PushTeamsMessageUsingIncomingWebhook","pr_prakash78"
"Putty","Prajeesh"
"pwdtasks","jpoehls"
"PWExpireNotification","dpcarroll04"
"PwnedPassCheck","rmbolger"
"PwPoSh","pgarm"
"pwps_cdot","adrian_crowfoot_bentley,Bentley-Systems"
"pwps_dab","Bentley-Systems"
"pwps_dab_remoting","Bentley-Systems"
"pwps_expimpandreports","davebrumbaugh"
"PWPS_PWDM","ZFK"
"PWPS_WSG","ZFK"
"PwrDev","Oscar-Calvo"
"PwrPatch","Oscar-Calvo"
"PwrRazzle","Oscar-Calvo"
"PwrSudo","Oscar-Calvo,OscarCalvo"
"Pws","Partitio"
"pwsh","pmattheew"
"Pwsh-CreateSplatConfigs","Smalls1652"
"pwsh-dotenv","kamiyonanayo"
"pwsh-download-songs","nt4f04uNd"
"pwsh-environment","kamiyonanayo"
"pwsh-GC","matthew-hale"
"pwsh-git-completion","rehnarama"
"pwsh-httpcodes","Tr4p"
"Pwsh-IpScanner","v38armageddon"
"pwsh-neofetch","Sriram-PR"
"Pwsh-Profile","SpringComp"
"Pwsh-Profile-Kamdzy","Kamdzy"
"pwsh-transpiler","cspotcode"
"pwsh.frontmatter","powers-hell"
"PwSh.Fw.Archive","cadegennes"
"PwSh.Fw.BuildHelpers","cadegennes"
"PwSh.Fw.Core","cadegennes"
"PwSh.Fw.Iso","cadegennes"
"PwSh.Fw.Log","cadegennes"
"PwSh.Fw.Network.DHCPv4","cadegennes"
"PwSh.Fw.OS","cadegennes"
"PwSh.Fw.Security","cadegennes"
"PwSh.Fw.Web","cadegennes"
"pwsh51","RichieBzzzt"
"pwshai","NicoAvanzDev"
"pwshake","wild-devops"
"PwshAzContainer","Cyb3rWard0g"
"PwshAzCosmosDB","Cyb3rWard0g"
"pwshBedrock","jakewmorrison"
"pwshCloudCommands","jakewmorrison"
"PwshCode","Norlunn"
"PwshComplete","artiga033"
"pwshEmojiExplorer","jakewmorrison"
"PwshIDandCollabTools","StevieLamb"
"PwshImproveCmd-Basic","Hansong"
"PwshLinkding","kylebavis"
"pwshmisp","Infernux"
"PWSHModule","smitpi"
"PwshPaint","ShaunLawrie"
"PwshPDBSniffer","kkent030315"
"PwshPEChecker","kkent030315"
"pwshPlaces","jakewmorrison"
"pwshrun","lukas.angerer"
"PWSHSchool","bateskevin"
"PwshSpectreConsole","ShaunLawrie"
"PwshSQLiteCmd-Basic","Hansong"
"PwshSyntaxHighlight","ShaunLawrie"
"PwshTyper","ShaunLawrie"
"PwshUnifi","rcfmartin"
"pwshuploadindicatorsapi","Infernux"
"PwshUtils.CheatSheets","gvnadir"
"PwshWebSocketClient","zinhart"
"PxGet","webmd-health-services"
"pXLabs.WindowsUpdateTool","pXLabs"
"py-ps","pyranja"
"pykick","kaminou"
"python-tab-completion","abgo"
"Python3","philip-s"
"PythonPowershellUtilities","max.taggart"
"PythonSelect","mvromer"
"PythonTools","davidwallace80"
"Q-InvokeMg","QuintenDoty"
"Q3Rcon","onyx_online"
"QADHealthcheck","Freezal"
"QAModule","nakulbhargava"
"Qatam-CLI","AnasAlhwid"
"QAToolModule","nakulbhargava"
"qbo4.Infrastructure","quandiscto,KevinFoley"
"QConvergeConsolePowerKit","apps_qlogic"
"QCT-Update-Management","Jim.Lin"
"Qlik-Cli","adamhaydonqlik"
"Qlik-Tools","steveoams"
"QlikNPrinting-CLI","Nillth"
"QlikResources","adamhaydonqlik"
"QlikSenseCLI","Nillth"
"QlikServiceControl","tonikautto"
"QlikView-CLI","Nillth"
"QLogicFastLinQPowerKit","apps_qlogic"
"QlogicInternal","dharmeshpitroda"
"QRCodeGenerator","ISESteroids"
"QrCodes","gpduck"
"QRCodeSt","Markus"
"Qualys.SSLLabs","RyenTang"
"Quamotion.Cloud","qmfrederik,bartsaintgermain"
"Quamotion.PowerShell","qmfrederik,bartsaintgermain"
"QuandlCmdlets","CData"
"QuantaStor.PowerShell","osnexus"
"Quantification","Jasony00"
"Quantum.DMS.PowerShell","SharePointRadi"
"QueryExcel","maxleung"
"QuestADTools","Freezal"
"QuestSoftware.Internal.ODMAD.Dev","binarytreepackagepublisherquest"
"quibble","tiksn"
"QuickAccess","June-10-cloudy"
"QuickArray","MaxAnderson95"
"QuickBaseCmdlets","CData"
"QuickBooksCmdlets","CData"
"QuickBooksOnlineCmdlets","CData"
"QuickBooksPOSCmdlets","CData"
"QuickFixITT","QuickFixITT"
"QuickForms","PinkInk"
"QuickModuleCLI","EdLichtman"
"QuickPasswordGenerator","NJ_Dude"
"quickpath","visschers.m"
"QuickSDN","sbgms"
"QuickSoft","AutomateSilent"
"QuiteShortAliases","binochoi"
"Quixifi","Mimi"
"Qumulo","BeratUlualan"
"Quser.Crescendo","MichielTi"
"QuserObject","VertigoRayUNT,VertigoRay"
"RabbitMQTools","ramblingcookiemonster"
"RackspaceCloudOffice","mlk,paul.trampert.rackspace"
"RadioTagger","Dubois"
"Raindrop.API","alan-null"
"RaiserEdgeNXTCmdlets","CData"
"Raj.AppMonitor","rajrang"
"RallyQuickToolsCli","inTEGraTOR"
"Rancher","NicholasDille"
"RancherOnboarding","cschuchardt"
"RancherPS","cschuchardt"
"RandomData","joakimbs"
"RandomPasswordGenerator","andreilungu"
"RandomUser","Scottd3v"
"Rapid7Nexpose","My-Random-Thoughts"
"RapidClone","wfaguy"
"RapidID","TechLee"
"RAps","CyberArk-Eng"
"Ravello","LucD"
"RavenPowerShell","vtsingaras"
"RCGLoadModule","RCG"
"RCPSGallery","PowerHansO"
"RDCMan","guido.oliveira"
"RdcManager","BrettMiller_IT"
"RDExSessionInfo","it-pro-berlin.de"
"RDG.Deployment.Utils","svanmark"
"RDPCertificate","Yevrag35"
"RdpSession","AndreAHCT"
"RdpToolkit","rhymeswithmogul"
"RdRAI.Powershell","LuisJuarez"
"RdsGw","bgelens"
"RDWebClientManagement","Remote_Desktop_web_client"
"ReachRolloutModules","AttitudePebbles"
"Read-Choice","bdukes,bdukes-engage,bdukes-engage1"
"Read-DbaXEFile","rrobash"
"Read-DHCPLogFiles","drlsdee"
"Read-ExcelFile","Alcapsulator"
"Read-HostTimeout","evanminton"
"Read-OleDbData","royashbrook"
"Read-ValidInput","GSGBen"
"ReadLineWithHistory","andria-dev"
"ReadMsgFile","datenteiler"
"ReadPDF","psdevuk"
"realax-powershell","amellenthin"
"realax-powershell-v7","amellenthin"
"ReallySimpleDatabase","ISESteroids"
"RealmJoin.RunbookHelper","jan.berdel"
"RealTimeKql","namitaprakash,RBiles"
"RealVnc","JustinGrote"
"ReCheck","causer"
"ReckonAccountsHostedCmdlets","CData"
"ReckonCmdlets","CData"
"ReCrutch.Build","s.kabylkin"
"ReCrutch.GitLab","s.kabylkin"
"ReCrutch.Tools","s.kabylkin"
"RED-SharePoint","rcormier_msft"
"RedirectConsoleAppOutput","drlsdee"
"RedisCmdlets","CData"
"RedKite","Redkite"
"redkiteps","simondmorias"
"Redmine.Graph","JonatanRek"
"RedshiftCmdlets","CData"
"Refactor","FWN"
"ReflectCmdlet","aberus"
"Reflection","Jaykul"
"RegardsCitoyenPS","stephanevg"
"RegCli","sangafabrice"
"Regex-Filter","True-Kalichuza"
"Regex-Finder","True-Kalichuza"
"regexComparisonModule","kooties"
"RegionOrebroLan.IO","HansKindberg"
"RegionOrebroLan.Transforming","HansKindberg"
"Register-Completion","aliu"
"Register-WindowsAutopilotDevices","efab9c6f2b4c49578f8e619e27f6b3fb"
"RegistryWizard","Graphixa"
"RejuvenateIT","alexlthornton"
"RelateIT_BC","DEF_RELATEIT,kfc-relateit,KAU_RelateIT"
"RelativeWorkspaceManager-Advance","Hansong"
"RelativeWorkspaceManager-Basic","Hansong"
"RelaxedIT","josy1024"
"RelaxedIT.3rdParty","josy1024"
"RelaxedIT.AzLog","josy1024"
"RelaxedIT.EnergySaver","josy1024"
"RelaxedIT.Tools","josy1024"
"RelaxedIT.Update","josy1024"
"ReleaseIt","LowerKees"
"remANapp","wdatmean"
"Remedy","markwragg"
"Remote_PSRemoting","pcgeek86"
"RemoteAdmins","moizhussain"
"RemoteArchiveDSC","frama-stop"
"RemoteCimRegistry","AlexSidorov"
"RemoteDeployer","muthuk"
"RemoteDesktop","JaapBrasser"
"RemoteDesktopManager","Devolutions"
"RemoteDesktopTools","JaapBrasser"
"RemoteFileManagement","shihan.pietersz"
"RemoteGroup","LuisCarrillo"
"RemoteLocalGroups","LuisCarrillo"
"RemotePro","codypaternostro"
"RemoteScheduledTasks","scam"
"Remoting","qbik"
"Remove-AzVMDisksNICsPIPs","Ishan34"
"Remove-DockerNoneImages","ghashange"
"Remove-FromArchive","detlefs"
"Remove-iCloudPhotosShortcut","joeltimothyoh"
"Remove-Securelink","laszlo462"
"RemoveFileZ","zoicware"
"RemoveGhostNetAdapter","Sucktravian"
"RemoveGitBranches","axelkjonsberg"
"RemoveOldFiles","joakimbs"
"RemoveTempFiles","PrateekRM"
"Rename-Console","SutterStudios"
"Rename-GitBranch","PrateekRM"
"Repair-AzVM","prprabh"
"Repair-MSAuth","dailen"
"Repair-VSSWriter","C-Blais"
"RepairFileFormat","axelkjonsberg"
"RepairWindows","SlyFox1186"
"Repo2md","chadnpc"
"ReportCardPS","jpsider"
"ReportHTML","MattQuickenden"
"ReportHTMLCRB","cbeydler"
"ReportHTMLHelpers","MattQuickenden"
"ReportHTMLV2.0.1","munch671"
"ReportHTMLWHIDE","munch671"
"ReportingHelper","gogbg"
"ReportingServicesTools","jtarquino,reportingservices"
"ReportingServicesTools.2022","mperdeck2"
"ReportPortal","claudiospizzi"
"ReportRunner","archmachina"
"require","qbik"
"RequiredModule1","anamnavi"
"RequiredModule2","anamnavi"
"RequiredModule3","anamnavi"
"RequiredModule4","anamnavi"
"RequiredModule5","anamnavi"
"RequiredModules","Jaykul"
"Requirements","chris.kuech,ZachChilders,chriskuech"
"RescueTime","daz96050"
"Reset-Session","SutterStudios"
"ResilioConnect","kubofrut,powershell_Resilio"
"ResizeImageModule","RonildoSouza"
"Resolve-DnsName","IamJakoby"
"Resolve-DnsNameCrossPlatform","rhymeswithmogul"
"Resolve-DNSNameOverHTTP","MS-LUF"
"ResolveAlias","Jaykul"
"ResolveEntraID","HaagP"
"ResolveString","FWN"
"RESONEAutomation","iainbrighton"
"RESONEServiceStore","iainbrighton"
"RESONEWorkspace","iainbrighton"
"Resource.Manifest","icraftsoftware"
"ResourceControllerDSC","macoller"
"ResourceLocker","Fozzy"
"Restart-ExchangeServices","asheroto"
"RestartableSession","mdgrs-mei"
"RestartManager","heaths"
"RESTBase","shayne55434"
"RestConnect","Fred"
"restore","adamdriscoll"
"Restore-Git","sindre"
"RestPS","jpsider"
"RestrictiveACL","fredericpetit"
"RestSetAcls","mkjaer"
"RetroSheetModule","jeffpatton1971"
"Retry","PSModule.io"
"RetryPS","sebastian.kozuchowicz"
"Retype","psdevuk"
"Reuse","anpur"
"ReverseDSC","NikCharleboisPFE"
"ReversePowerShell","tobor"
"Revo.Az","kal3pt"
"Revo.MSPartner","kal3pt"
"Revo.Tools","kal3pt"
"Revoke-Obfuscation","danielbohannon"
"rg-ps-alias","RamblingGeekUK"
"rhubarb-geek-nz.AspNetForPowerShell","rhubarb-geek-nz"
"rhubarb-geek-nz.AssemblyMetadata","rhubarb-geek-nz"
"rhubarb-geek-nz.AuthenticodeSignature","rhubarb-geek-nz"
"rhubarb-geek-nz.Base64","rhubarb-geek-nz"
"rhubarb-geek-nz.Base64String","rhubarb-geek-nz"
"rhubarb-geek-nz.CancellationTokenEvent","rhubarb-geek-nz"
"rhubarb-geek-nz.CiscoT7","rhubarb-geek-nz"
"rhubarb-geek-nz.Console","rhubarb-geek-nz"
"rhubarb-geek-nz.DbDataAdapter","rhubarb-geek-nz"
"rhubarb-geek-nz.Forever","rhubarb-geek-nz"
"rhubarb-geek-nz.Guido","rhubarb-geek-nz"
"rhubarb-geek-nz.GZip","rhubarb-geek-nz"
"rhubarb-geek-nz.Joinery","rhubarb-geek-nz"
"rhubarb-geek-nz.LocalSecurityAuthority","rhubarb-geek-nz"
"rhubarb-geek-nz.mkdir","rhubarb-geek-nz"
"rhubarb-geek-nz.MySqlConnection","rhubarb-geek-nz"
"rhubarb-geek-nz.NpgsqlConnection","rhubarb-geek-nz"
"rhubarb-geek-nz.NuGetPackage","rhubarb-geek-nz"
"rhubarb-geek-nz.OnReflection","rhubarb-geek-nz"
"rhubarb-geek-nz.OracleConnection","rhubarb-geek-nz"
"rhubarb-geek-nz.OracleConnection.Core","rhubarb-geek-nz"
"rhubarb-geek-nz.PipelineBroadcast","rhubarb-geek-nz"
"rhubarb-geek-nz.PowerShellDataFile","rhubarb-geek-nz"
"rhubarb-geek-nz.PSCPreProcessor","rhubarb-geek-nz"
"rhubarb-geek-nz.PSStyle","rhubarb-geek-nz"
"rhubarb-geek-nz.PSWriteLine","rhubarb-geek-nz"
"rhubarb-geek-nz.RuntimeIdentifier","rhubarb-geek-nz"
"rhubarb-geek-nz.ScriptBlock","rhubarb-geek-nz"
"rhubarb-geek-nz.SinceYouAsk","rhubarb-geek-nz"
"rhubarb-geek-nz.SmartCardReader","rhubarb-geek-nz"
"rhubarb-geek-nz.Sparsely","rhubarb-geek-nz"
"rhubarb-geek-nz.SplitContent","rhubarb-geek-nz"
"rhubarb-geek-nz.SqlConnection","rhubarb-geek-nz"
"rhubarb-geek-nz.SQLiteConnection","rhubarb-geek-nz"
"rhubarb-geek-nz.SQLiteConnection.Alpine","rhubarb-geek-nz"
"rhubarb-geek-nz.SQLiteConnection.Core","rhubarb-geek-nz"
"rhubarb-geek-nz.SQLiteConnection.Desktop","rhubarb-geek-nz"
"rhubarb-geek-nz.SystemLockdownPolicy","rhubarb-geek-nz"
"rhubarb-geek-nz.TeeParty","rhubarb-geek-nz"
"rhubarb-geek-nz.TypeLib","rhubarb-geek-nz"
"rib","RichieBzzzt"
"RichWrite","dev1978"
"RicohAddressBook","desjardins.matthew"
"riddlerps","stuartleeks"
"RIOTPSTools","Mwge"
"RiverMeadow.Development.Migrate","RiverMeadow"
"RiverMeadow.Migrate","RiverMeadow"
"RiverMeadow.Release.Migrate","RiverMeadow"
"Rivet","pshdo,webmd-health-services,DecoyJoe"
"RMMIntuneHelper","Lime-TeGek"
"RMMToolkit","PowershellGallery.administrateur"
"Rnwood.Dataverse.Data.PowerShell","rnwood"
"ROADPersist","capstone"
"RobamaTools","Robert_Amartinesei"
"Robinhood-CryptoTrading","masters274"
"RoboCopy","psdevuk"
"RobocopyPS","sbergwall"
"RoboDave","CrazyDave"
"Rocker","Start-Automating"
"Rocket","AriadneFave"
"Rocketcli","AriadneFave"
"RocketCyberAPI","Celerium"
"RockPaperScissors","stealth"
"Rods-Tools","RodHatley"
"roe.Misc","TheSizeOfACow"
"roeprofile","TheSizeOfACow"
"Roles","Fred"
"root3i","afroz429"
"RoughDraft","Start-Automating"
"routines","DClementDawan"
"RoyalDocument.PowerShell","StefanKoell,hdocsek"
"RoyalServer.PowerShell","StefanKoell,hdocsek"
"RPGDice","HeyItsGilbert"
"Rpic.Git","lekman"
"Rpic.PowerShell","lekman"
"RRDTool","massimo.bonvicini"
"RSCReporting","joshuastenhouse"
"RskToast","CatalinTRSK"
"RSMassTransit.PowerShell","sharpjs"
"RSSCmdlets","CData"
"rsServiceModule","rstolpe"
"RTDP.CLI.AdminCmdlets","AOLARIU"
"RTDP.CLI.PartnerCmdlets","AOLARIU"
"RTest","RobertoRojas"
"Rubrik","RubrikBuild,Rubrik_Build,guirava,evancheng,mikepreston"
"RubrikBackupValidation","RubrikBuild,Rubrik_Build,guirava,evancheng"
"RubrikSecurityCloud","guirava"
"RubyInstaller","glennsarti"
"Ruckus-SmartZone","ThomasMHudson"
"Run-Tools","agramakov"
"RunApp","evalexp"
"RunAs","gordy"
"RunAsAccount","StefanRoth"
"RunAsImpersonation","JPScripter"
"RunAsUser","Lime-TeGek"
"RunAsUserBreakaway","timbrigham"
"RunAsUserimpact","Gavsto"
"RunBookModule","mmpyro"
"Rundeck","thomas-illiet,Powershell-Du-Zero"
"RuneLiteToSteam","ewisted"
"RunningServices","Ekke"
"RunSpace-Manager","DillonHansen"
"RunspacePoolManager","Artemis7th"
"RunTasks","PatrykMilewski"
"RuntimeDiagnostics","adamdriscoll"
"RussianCalendar","saw-friendship"
"RVR.AZPipelineTools","robertreems"
"rvr.connectivityanalysis","robertreems"
"RVR.Declarations","robertreems"
"rvr.generic","robertreems"
"RVR.ScriptAnalyzerRules","robertreems"
"rvr.uptime","robertreems"
"RVR.workgroupDSCtooling","robertreems"
"rvruptime","robertreems"
"RWTodd.DiscordianDate","rwtodd"
"RWTodd.GWBasic","rwtodd"
"RWTodd.RomanizedText","rwtodd"
"RY4N","deckerry"
"RyanAirPS","dev1978"
"RyanTools","deckerry"
"RZ.Core","RZ_ICT"
"raandreeSamplerTest1","Raimund"
"RaandreeSamplerTest2","Raimund"
"S.DS.P","jformacek,JiriF"
"S3-Client","florianf"
"SACRED","ccdigix"
"SACRED.Job","ccdigix"
"SACRED.Log","ccdigix"
"SACRED.Log.Local","ccdigix"
"SACRED.Log.Pode","ccdigix"
"SACRED.Rotate.Azure.CosmosDB","ccdigix"
"SACRED.Rotate.Azure.ServicePrincipal","ccdigix"
"SACRED.SecretStore","ccdigix"
"SACRED.SecretStore.EnvironmentVariable","ccdigix"
"SACRED.SecretStore.PodeConfigFile","ccdigix"
"SACRED.Server.Pode","ccdigix"
"SACRED.Store","ccdigix"
"SACRED.Store.Local","ccdigix"
"SACRED.Update.Azure.KeyVault","ccdigix"
"SACRED.Update.Windows.CertificateStore","ccdigix"
"SACRED.Util","ccdigix"
"SACRED.Util.Azure","ccdigix"
"safeguard-devops","petrsnd,safeguard-devops"
"safeguard-discovery","petrsnd,safeguard-devops"
"safeguard-ps","petrsnd,safeguard-devops"
"SafeInvokeModule","jpp"
"Sage200Cmdlets","CData"
"Sage300Cmdlets","CData"
"Sage50UKCmdlets","CData"
"SageBCAccountingCmdlets","CData"
"SageIntacctCmdlets","CData"
"SageTrader","MayorAbandoned"
"SailPoint.IIQ.LinuxBackup","gvnadir"
"SailPointIdentityNow","darrenjrobinson"
"SalesforceChatterCmdlets","CData"
"SalesforceCmdlets","CData"
"SalesforcePardotCmdlets","CData"
"SalesLoftCmdlets","CData"
"salt","RichieBzzzt,sabin.io"
"SaltStackConfig","bwuch"
"SamModuleTest1","sainathchary2020"
"Sample-Module","Faizan"
"SampleExtensionConfiguration","Travis"
"SamplePowerShellModule","davidlee.enoch"
"SamplePsModule","endjin"
"Sampler","gaelcolas"
"Sampler.AzureDevOpsTasks","gaelcolas"
"Sampler.DscPipeline","gaelcolas"
"Sampler.GitHubTasks","gaelcolas"
"Sandbox","thomas-illiet"
"SandBoxIpHelper.IPAddressHelper","PavelVik"
"sandersaares.devops-scripts","sandersaares"
"Sandybox","Scottd3v"
"Sanitization","Granola"
"SanReportParser","MiguelBarro"
"SANSDshield","Emin"
"SanxLog","Sanx"
"SAP","lazuardinfl"
"SAPAzurePowerShellModules","gorancondric"
"SAPBusinessObjectsBICmdlets","CData"
"SAPBusinessOneCmdlets","CData"
"SAPBusinessOneDICmdlets","CData"
"SAPByDesignCmdlets","CData"
"SAPCmdlets","CData"
"SAPERPCmdlets","CData"
"SAPFieldglassCmdlets","CData"
"SAPGatewayCmdlets","CData"
"SAPHANACmdlets","CData"
"SAPHanaXSACmdlets","CData"
"SAPHybrisC4CCmdlets","CData"
"SAPSuccessFactorsCmdlets","CData"
"SarakeSignPS","Petri"
"Saritasa.AppDeploy","Der_Meister"
"Saritasa.Build","Der_Meister"
"Saritasa.FileSystem","Der_Meister"
"Saritasa.General","Der_Meister"
"Saritasa.Git","Der_Meister"
"Saritasa.LocalManagement","Der_Meister"
"Saritasa.NewRelic","Der_Meister"
"Saritasa.Prtg","Der_Meister"
"Saritasa.Publish","Der_Meister"
"Saritasa.Redis","Der_Meister"
"Saritasa.RemoteManagement","Der_Meister"
"Saritasa.Test","Der_Meister"
"Saritasa.Upsource","Der_Meister"
"Saritasa.Web","Der_Meister"
"Saritasa.WebDeploy","Der_Meister"
"Saritasa.WinRM","Der_Meister"
"SASDataSetsCmdlets","CData"
"SASXptCmdlets","CData"
"SATLogger","bakonis"
"Save-File","cwmason"
"Save-SpotlightImages","robertlarue"
"Say-Hello","shovlia"
"sbourdeaud","sbourdeaud"
"SBR.CONNECT","RaptoxBE"
"SBR.INSTALL","RaptoxBE"
"ScaleSqlPaaS","bjh1977"
"scan_structure_module","InfraCoreTech"
"Scan-Link","CaliNux.ps1"
"scans","mstrhakr"
"SCClient","RobinV87"
"SCCM-ProbRes","JordanTheITGuy"
"SccmAM","trondr"
"SCCMClientActions","cbragg"
"SccmOfflineUpgrade","direnconen"
"SCCMStuff","ztrhgf"
"Scem.Support","cgreene"
"SCEPman","bb-froggy,ADM-OliverLuy-c4a8"
"SCEPmanClient","bb-froggy"
"SChannelDsc","gaelcolas,YorickKuijs,dsccommunity"
"SchannelPolicyDsc","Daniel.Snelling"
"ScheduledJobTools","JeffHicks"
"ScheduledTaskManagement","theohbrothers"
"ScheduledTasksManager","trent.blackburn"
"schema","jeffpatton1971"
"Schematiq","MarkJefford,DaneSq"
"SchoolDataSyncV2CSV","mariussm"
"ScienceLogic","josheinstein"
"ScienceLogic_SL1","TRobijns"
"SCInstall","bchsitecore"
"SciProfile","wbrandenburger"
"SCJBServerTeamTools","LoganRan"
"SCManager","Emin"
"SCOMHelper","TysonPaul"
"Scoop","ThomasNieto"
"scoop-completion","ala"
"scoop-tab-completion","abgo"
"ScoopPlaybook","guitarrapc"
"SCOrchDev-AzureAutomationIntegration","randorfer"
"SCOrchDev-Exception","randorfer"
"SCOrchDev-F5","randorfer"
"SCOrchDev-File","randorfer"
"SCOrchDev-GitIntegration","randorfer"
"SCOrchDev-LogAnalytics","randorfer"
"SCOrchDev-Networking","randorfer"
"SCOrchDev-PasswordVault","randorfer"
"SCOrchDev-SharePoint","randorfer"
"SCOrchDev-SQL","randorfer"
"SCOrchDev-StoredCredential","randorfer"
"SCOrchDev-Utility","randorfer"
"ScoreHunter","AnthoChamb"
"Scour","LeeHolmes"
"Scout","AriadneFave"
"SCProgramManager","rguiamoy"
"scraperion","WilTaylor"
"ScreenConnectUtils","realslacker"
"ScriptAnalyzerRulesLWA","lazywinadm"
"ScriptAsService","michaeltlombardi"
"ScriptBlockDisassembler","SeeminglyScience"
"ScriptBlockLoggingAnalyzer","ISESteroids"
"Scriptbook","ehagen"
"ScriptBrowser","onescript"
"scriptclass","adamedx"
"ScriptConfig","claudiospizzi"
"ScriptCop","Start-Automating"
"ScriptCS","beefarino"
"ScriptDeck","Start-Automating"
"ScriptFeedbackProvider","JustinGrote"
"ScriptLog","kovergard"
"ScriptLogger","claudiospizzi"
"ScriptLogging","Titus1024"
"ScriptMessage","Sekers"
"ScriptModuleRepositoryTemplate","deadlydog"
"ScriptPackaging","MosaicMKSoftwareLLC"
"ScriptPredictor","JustinGrote"
"SCRIPTS","Fridrik"
"ScriptTransforms","beefarino"
"ScriptUtils","Uzii3"
"ScriptVersion","alekdavis"
"Scrubber","skatterbrainz"
"ScsmPx","Poshoholic"
"ScubaGear","Chad.poland,mitchelbaker-cisa"
"ScubaMath","masters274"
"SCVMReliableMigration","Fozzy"
"SDDLParser","it-pro-berlin.de"
"SDM","StijnDenruyter"
"SdnDiagnostics","arudell"
"SDNExplorer","sbgms"
"SdnExpress","nijos,sbgms,wulily"
"sdp","JayAreP"
"SE.IntroModule","iricigor"
"Search-Dictionary","psdevuk"
"Search-ExcelContent","cwmason"
"Search-ExcelFileWithUI","cwmason"
"Search-IsItUp","psdevuk"
"SearchDNS","Luspin"
"SeaSalt","RichieBzzzt"
"SecMgmt","iwilliams"
"SecNord.DevOps","tobiaslekmancm"
"SecretBackup","belibug"
"Secretify","dario.calovic"
"SecretManagement.1Password","cdhunt"
"SecretManagement.BitLocker","erikgraa"
"SecretManagement.BitWarden","Gaspack"
"SecretManagement.Chromium","JustinGrote"
"SecretManagement.CyberArk","timschindler"
"SecretManagement.DevolutionsHub","Devolutions"
"SecretManagement.DevolutionsServer","Devolutions"
"SecretManagement.DpapiNG","jborean93"
"SecretManagement.ExtensionTemplate","Callidus2000,callidus2001"
"SecretManagement.HashiCorp.HCP.Vault.Secrets","erikgraa"
"SecretManagement.Hashicorp.Vault.KV","joshcorr"
"SecretManagement.HcVault.KV2","ewhitesides"
"SecretManagement.JustinGrote.CredMan","JustinGrote"
"SecretManagement.KeePass","JustinGrote"
"SecretManagement.Keeper","saldoukhov-keeper,mustinov-keeper"
"SecretManagement.Keybase","tiksn"
"SecretManagement.KeyChain","stevel-msft,DonHunt"
"SecretManagement.LAPS","theaquamarine"
"SecretManagement.LastPass","tyler"
"SecretManagement.NetwrixPasswordSecure","Callidus2000,callidus2001"
"SecretManagement.PleasantPasswordServer","powershell_freak"
"SecretManagement.VMware.CloudFoundation","erikgraa"
"SecretManagement.Warden","WilliamM_iir"
"SecretManagement.Windows.LAPS","erikgraa"
"SecretManagementArgumentCompleter","itfranck"
"SecretServer","ramblingcookiemonster"
"secretserverapi","dreadytofat"
"SecretsManagement.CAWSSecretsManager","73challenger"
"SecretsManagement.SecretServer","Atle"
"SecretStoreBackup","JeffHicks"
"SecureCredentials","romain.daversa"
"SecuredArcana","ArcaneCode"
"SecuredCredential","goldparrot827"
"SecureMFA","SecureMFA"
"SecureMFA_API_OTP","SecureMFA"
"SecureMFA_EMAIL_OTP","SecureMFA"
"SecureMFA_OTP","SecureMFA"
"SecureMFA_RDS","SecureMFA"
"SecureMFA_RDS_OTP","SecureMFA"
"SecureMFA_SSPR","SecureMFA"
"SecureMFA_TDM","SecureMFA"
"SecureMFA_WIN_OTP","SecureMFA"
"SecurePasswordGenerator","siamakhaz"
"SecureScore","Lime-TeGek"
"SecureScripts","JLockett"
"SecureSettings","Start-Automating"
"SecureSpherePS","AkshinMustafayev"
"SecureStrings","PentaPinguino"
"SecurityComplianceCenter","FWN"
"SecurityFever","claudiospizzi"
"SecurityPermissionsChecker","Chirouette"
